Handle ,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,
F??me-Unisex-sneaker-0012675,F??me Unisex sneaker 0012675,Made in Turkey.,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,40,,,,,40,200,shopify,2873,deny,manual,46.0,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty161/product/media/images/20210816/13/119031508/227628960/1/1_org_zoom.jpg,1,,FALSE,F??me Unisex sneaker 0012675,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
F??me-Unisex-sneaker-0012675,,,,,,,,,41,,,,,41,200,shopify,2873,deny,manual,46.0,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty161/product/media/images/20210816/13/119031508/227628960/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
F??me-Unisex-sneaker-0012675,,,,,,,,,42,,,,,42,200,shopify,2873,deny,manual,46.0,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty161/product/media/images/20210816/13/119031508/227628960/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
F??me-Unisex-sneaker-0012675,,,,,,,,,43,,,,,43,200,shopify,2873,deny,manual,46.0,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty161/product/media/images/20210816/13/119031508/227628960/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
F??me-Unisex-sneaker-0012675,,,,,,,,,44,,,,,44,200,shopify,2873,deny,manual,46.0,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty161/product/media/images/20210816/13/119031508/227628960/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
F??me-Unisex-sneaker-0012675,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty161/product/media/images/20210816/13/119031508/227628960/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
F??me-Unisex-sneaker-0012675,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty160/product/media/images/20210816/13/119031508/227628960/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
F??me-Unisex-sneaker-0012675,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty161/product/media/images/20210816/13/119031508/227628960/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
F??me-Unisex-sneaker-0012675,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty160/product/media/images/20210816/13/119031508/227628960/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,Woman Black Smoked Sneaker 00122055,OrtaPedic Inner Base,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,36,,,,,36,200,shopify,4128,deny,manual,30.67,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty29/product/media/images/20201204/17/35013136/66961946/1/1_org_zoom.jpg,1,,FALSE,Woman Black Smoked Sneaker 00122055,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,37,,,,,37,200,shopify,4128,deny,manual,30.67,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty29/product/media/images/20201204/17/35013136/66961946/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,38,,,,,38,200,shopify,4128,deny,manual,30.67,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty29/product/media/images/20201204/17/35013136/66961946/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,39,,,,,39,200,shopify,4128,deny,manual,30.67,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty29/product/media/images/20201204/17/35013136/66961946/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,40,,,,,40,200,shopify,4128,deny,manual,30.67,46.0,TRUE,TRUE,,https://cdn.dsmcdn.com/ty29/product/media/images/20201204/17/35013136/66961946/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty31/product/media/images/20201204/17/35013136/66961946/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty31/product/media/images/20201204/17/35013136/66961946/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty30/product/media/images/20201204/17/35013136/66961946/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Smoked-Sneaker-00122055,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty31/product/media/images/20201204/17/35013136/66961946/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,Woman Black Sneaker 0012602,Made in Turkey.,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,36,,,,,36,200,shopify,3022,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81939683/166176369/1/1_org_zoom.jpg,1,,FALSE,Woman Black Sneaker 0012602,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Woman-Black-Sneaker-0012602,,,,,,,,,37,,,,,37,200,shopify,3022,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81939683/166176369/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,,,,,,,,,38,,,,,38,200,shopify,3022,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81939683/166176369/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,,,,,,,,,39,,,,,39,200,shopify,3022,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81939683/166176369/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,,,,,,,,,40,,,,,40,200,shopify,3022,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81939683/166176369/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81939683/166176369/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty107/product/media/images/20210421/18/81939683/166176369/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81939683/166176369/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81939683/166176369/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,Woman Powder Black Sneaker 0012602,Made in Turkey.,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,36,,,,,36,200,shopify,4293,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81929946/166166668/1/1_org_zoom.jpg,1,,FALSE,Woman Powder Black Sneaker 0012602,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,37,,,,,37,200,shopify,4293,deny,manual,51.44,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81929946/166166668/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,38,,,,,38,200,shopify,4293,deny,manual,51.44,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81929946/166166668/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,39,,,,,39,200,shopify,4293,deny,manual,51.44,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81929946/166166668/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,40,,,,,40,200,shopify,4293,deny,manual,51.44,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81929946/166166668/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty106/product/media/images/20210421/18/81929946/166166668/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81929946/166166668/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81929946/166166668/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Powder-Black-Sneaker-0012602,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty105/product/media/images/20210421/18/81929946/166166668/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,Woman Black Silver Sneaker 0012601,Made in Turkey.,RÝCCON,,Sneaker,Sneaker,TRUE,Body size,36,,,,,36,200,shopify,3827,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty77/product/media/images/20210303/15/68287348/147829962/1/1_org_zoom.jpg,1,,FALSE,Woman Black Silver Sneaker 0012601,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,37,,,,,37,200,shopify,3827,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty77/product/media/images/20210303/15/68287348/147829962/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,38,,,,,38,200,shopify,3827,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty77/product/media/images/20210303/15/68287348/147829962/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,39,,,,,39,200,shopify,3827,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty77/product/media/images/20210303/15/68287348/147829962/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,40,,,,,40,200,shopify,3827,deny,manual,46.91,51.44,TRUE,TRUE,,https://cdn.dsmcdn.com/ty77/product/media/images/20210303/15/68287348/147829962/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty78/product/media/images/20210303/15/68287348/147829962/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty79/product/media/images/20210303/15/68287348/147829962/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty77/product/media/images/20210303/15/68287348/147829962/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty79/product/media/images/20210303/15/68287348/147829962/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty78/product/media/images/20210303/15/68287348/147829962/6/6_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty78/product/media/images/20210303/15/68287348/147829962/7/7_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,,
Woman-Black-Silver-Sneaker-0012601,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty78/product/media/images/20210303/15/68287348/147829962/8/8_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,,
Patent-white-woman-boots-0012500,Patent white woman boots 0012500,OrtaPedic Inner Base,RÝCCON,,Bot & Bootie,Bot & Bootie,TRUE,Body size,36,,,,,36,200,shopify,221,deny,manual,37.0,55.48,TRUE,TRUE,,https://cdn.dsmcdn.com/ty50/product/media/images/20210112/7/51584466/84169608/1/1_org_zoom.jpg,1,,FALSE,Patent white woman boots 0012500,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Patent-white-woman-boots-0012500,,,,,,,,,37,,,,,37,200,shopify,221,deny,manual,37.0,55.48,TRUE,TRUE,,https://cdn.dsmcdn.com/ty50/product/media/images/20210112/7/51584466/84169608/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Patent-white-woman-boots-0012500,,,,,,,,,38,,,,,38,200,shopify,221,deny,manual,37.0,55.48,TRUE,TRUE,,https://cdn.dsmcdn.com/ty50/product/media/images/20210112/7/51584466/84169608/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Patent-white-woman-boots-0012500,,,,,,,,,39,,,,,39,200,shopify,221,deny,manual,37.0,55.48,TRUE,TRUE,,https://cdn.dsmcdn.com/ty50/product/media/images/20210112/7/51584466/84169608/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Patent-white-woman-boots-0012500,,,,,,,,,40,,,,,40,200,shopify,221,deny,manual,37.0,55.48,TRUE,TRUE,,https://cdn.dsmcdn.com/ty50/product/media/images/20210112/7/51584466/84169608/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Patent-white-woman-boots-0012500,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty50/product/media/images/20210112/7/51584466/84169608/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Patent-white-woman-boots-0012500,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty50/product/media/images/20210112/7/51584466/84169608/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Patent-white-woman-boots-0012500,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty51/product/media/images/20210112/7/51584466/84169608/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,Women's Sandals 00121412 White,Heel height: 5 cm,RÝCCON,,Sandals,Sandals,TRUE,Body size,36,,,,,36,200,shopify,3389,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty577/product/media/images/20221023/21/200694083/604295002/1/1_org_zoom.jpg,1,,FALSE,Women's Sandals 00121412 White,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Women's-Sandals-00121412-White,,,,,,,,,37,,,,,37,200,shopify,3389,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty577/product/media/images/20221023/21/200694083/604295002/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,,,,,,,,,38,,,,,38,200,shopify,3389,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty577/product/media/images/20221023/21/200694083/604295002/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,,,,,,,,,39,,,,,39,200,shopify,3389,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty577/product/media/images/20221023/21/200694083/604295002/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,,,,,,,,,40,,,,,40,200,shopify,3389,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty577/product/media/images/20221023/21/200694083/604295002/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty578/product/media/images/20221023/21/200694083/604295002/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty577/product/media/images/20221023/21/200694083/604295002/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty578/product/media/images/20221023/21/200694083/604295002/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Women's-Sandals-00121412-White,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty577/product/media/images/20221023/21/200694083/604295002/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,Green Woman Sandals 00121404,Heel height: 5 cm,RÝCCON,,Sandals,Sandals,TRUE,Body size,36,,,,,36,200,shopify,3405,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty445/product/media/images/20220602/21/120283164/492934777/1/1_org_zoom.jpg,1,,FALSE,Green Woman Sandals 00121404,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Green-Woman-Sandals-00121404,,,,,,,,,37,,,,,37,200,shopify,3405,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty445/product/media/images/20220602/21/120283164/492934777/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,,,,,,,,,38,,,,,38,200,shopify,3405,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty445/product/media/images/20220602/21/120283164/492934777/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,,,,,,,,,39,,,,,39,200,shopify,3405,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty445/product/media/images/20220602/21/120283164/492934777/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,,,,,,,,,40,,,,,40,200,shopify,3405,deny,manual,50.53,50.53,TRUE,TRUE,,https://cdn.dsmcdn.com/ty445/product/media/images/20220602/21/120283164/492934777/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty444/product/media/images/20220602/21/120283164/492934777/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty444/product/media/images/20220602/21/120283164/492934777/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty444/product/media/images/20220602/21/120283164/492934777/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Woman-Sandals-00121404,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty446/product/media/images/20220602/21/120283164/492934777/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,Nude Skin Women Heels Shoes 0012365,Heel height: 9 cm,RÝCCON,,Classic heels,Classic heels,TRUE,Body size,35,,,,,35,200,shopify,1706,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/1/1_org_zoom.jpg,1,,FALSE,Nude Skin Women Heels Shoes 0012365,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,36,,,,,36,200,shopify,1706,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,37,,,,,37,200,shopify,1706,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,38,,,,,38,200,shopify,1706,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,39,,,,,39,200,shopify,1706,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,40,,,,,40,200,shopify,1706,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty324/product/media/images/20220207/12/46189332/381944722/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/12/46189332/381944722/4/4_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,
Nude-Skin-Women-Heels-Shoes-0012365,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty325/product/media/images/20220207/12/46189332/381944722/5/5_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,
White-Skin-Woman-Heels-Shoes-0012365,White Skin Woman Heels Shoes 0012365,Heel height: 9 cm,RÝCCON,,Classic heels,Classic heels,TRUE,Body size,35,,,,,35,200,shopify,8772,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/10/46143979/381870672/1/1_org_zoom.jpg,1,,FALSE,White Skin Woman Heels Shoes 0012365,,,,,,,,used,FALSE,,,,,,,g,,,,,active,
White-Skin-Woman-Heels-Shoes-0012365,,,,,,,,,36,,,,,36,200,shopify,8772,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/10/46143979/381870672/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
White-Skin-Woman-Heels-Shoes-0012365,,,,,,,,,37,,,,,37,200,shopify,8772,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/10/46143979/381870672/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
White-Skin-Woman-Heels-Shoes-0012365,,,,,,,,,38,,,,,38,200,shopify,8772,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/10/46143979/381870672/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
White-Skin-Woman-Heels-Shoes-0012365,,,,,,,,,39,,,,,39,200,shopify,8772,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/10/46143979/381870672/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
White-Skin-Woman-Heels-Shoes-0012365,,,,,,,,,40,,,,,40,200,shopify,8772,deny,manual,45.12,45.12,TRUE,TRUE,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/10/46143979/381870672/1/1_org_zoom.jpg,0,,,,,,,,,,,,,,,,,,,,,,,,,
White-Skin-Woman-Heels-Shoes-0012365,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty325/product/media/images/20220207/10/46143979/381870672/2/2_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,
White-Skin-Woman-Heels-Shoes-0012365,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty326/product/media/images/20220207/10/46143979/381870672/3/3_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,
